2020-02-02,2339097,Liquid,FaZe,3,Train,Overpass,0.0,Vertigo,Nuke,0.0,Mirage,Dust2,Inferno
2020-02-02,2339216,Unique,Se7en,1,Inferno,Dust2,Overpass,Vertigo,Nuke,Mirage,0.0,0.0,Train
2020-02-02,2339219,SG.pro,Nemiga,1,Inferno,Nuke,Dust2,Train,Mirage,Overpass,0.0,0.0,Vertigo
2020-02-02,2339218,DreamEaters,Espada,1,Train,Overpass,Mirage,Vertigo,Dust2,Nuke,0.0,0.0,Inferno
2020-02-02,2339096,NiP,Liquid,3,Dust2,Overpass,0.0,Train,Nuke,0.0,Vertigo,Mirage,Inferno
2020-02-01,2339199,SILENT,Vexed,3,Nuke,Vertigo,0.0,Inferno,Overpass,0.0,Dust2,Train,Mirage
2020-02-01,2339175,Japaleno,Sprout,1,Vertigo,Nuke,Train,Dust2,Inferno,Overpass,0.0,0.0,Mirage
2020-02-01,2339174,Lyngby Vikings,Secret,1,Mirage,Nuke,Dust2,Overpass,Vertigo,Train,0.0,0.0,Inferno
2020-02-01,2339181,Faint,Station7,1,Inferno,Vertigo,Overpass,Train,Dust2,Mirage,0.0,0.0,Nuke
2020-02-01,2339182,ex-iNTACT,Rugratz,1,Overpass,Vertigo,Mirage,Train,Dust2,Inferno,0.0,0.0,Nuke
2020-02-01,2339152,ENCE,OG,3,Mirage,Nuke,0.0,Vertigo,Dust2,0.0,Train,Overpass,Inferno
2020-02-01,2339187,OneThree,Invictus,3,Vertigo,Dust2,0.0,Nuke,Overpass,0.0,Inferno,Train,Mirage
2020-02-01,2339190,Paper Rex,Astro,3,Overpass,Mirage,0.0,Inferno,Vertigo,0.0,Nuke,Dust2,Train
2020-02-01,2339195,ttc,Brute,3,Train,Vertigo,0.0,Inferno,Overpass,0.0,Dust2,Nuke,Mirage
2020-02-01,2339178,Sprout,AGO,1,Vertigo,Train,Dust2,Nuke,Overpass,Inferno,0.0,0.0,Mirage
2020-02-01,2339153,Heroic,Virtus.pro,3,Dust2,Inferno,0.0,Nuke,Mirage,0.0,Overpass,Vertigo,Train
2020-02-01,2339154,MAD Lions,mousesports,3,Inferno,Nuke,0.0,Overpass,Vertigo,0.0,Mirage,Dust2,Train
2020-02-01,2339201,Prima,Vexed,3,Nuke,Overpass,0.0,Vertigo,Train,0.0,Inferno,Dust2,Mirage
2020-02-01,2339202,Sinners,Brute,3,Vertigo,Dust2,0.0,Train,Inferno,0.0,Overpass,Nuke,Mirage
2020-02-01,2339094,MIBR,NiP,3,Overpass,Nuke,0.0,Dust2,Mirage,0.0,Train,Vertigo,Inferno
2020-02-01,2339180,Secret,BIG,1,Overpass,Vertigo,Inferno,Train,Mirage,Dust2,0.0,0.0,Nuke
2020-02-01,2339179,SKADE,Complexity,1,Mirage,Overpass,Vertigo,Inferno,Train,Nuke,0.0,0.0,Dust2
2020-02-01,2339155,GODSENT,Natus Vincere,3,Mirage,Inferno,0.0,Vertigo,Overpass,0.0,Nuke,Dust2,Train
2020-02-01,2339207,Complexity,BIG,3,Vertigo,Nuke,0.0,Train,Overpass,0.0,Mirage,Inferno,Dust2
2020-02-01,2339095,FaZe,Liquid,3,Vertigo,Nuke,0.0,Train,Overpass,0.0,Dust2,Inferno,Mirage
2020-01-31,2339093,MIBR,Liquid,3,Mirage,Overpass,0.0,Train,Nuke,0.0,Vertigo,Inferno,Dust2
2020-01-31,2339092,NiP,FaZe,3,Dust2,Inferno,0.0,Vertigo,Nuke,0.0,Overpass,Mirage,Train
2020-01-31,2339167,Gambit Youngsters,Espada,3,Nuke,Train,0.0,Vertigo,Overpass,0.0,Inferno,Mirage,Dust2
2020-01-31,2339169,Apeks,GamerLegion,1,Train,Inferno,Overpass,Dust2,Mirage,Vertigo,0.0,0.0,Nuke
2020-01-31,2339171,FATE,BIG,1,Nuke,Mirage,Dust2,Train,Vertigo,Overpass,0.0,0.0,Inferno
2020-01-31,2339170,AGO,SJ,1,Nuke,Inferno,Overpass,Vertigo,Train,Mirage,0.0,0.0,Dust2
2020-01-30,2339165,DreamEaters,Copenhagen Flames,3,Train,Vertigo,0.0,Dust2,Mirage,0.0,Inferno,Overpass,Nuke
2020-01-30,2339168,Na`Vi Junior,Skin Ogres,3,Nuke,Train,0.0,Vertigo,Mirage,0.0,Dust2,Overpass,Inferno
2020-01-30,2339083,Airborne,MC,1,Train,Mirage,Dust2,Vertigo,Overpass,Nuke,0.0,0.0,Inferno
2020-01-30,2338938,MC,ex-Genuine,1,Train,Nuke,0.0,Overpass,Dust2,0.0,Vertigo,Mirage,Inferno
2020-01-30,2339149,Airborne,Esper,1,Mirage,Train,Inferno,Dust2,Vertigo,Nuke,0.0,0.0,Overpass
2020-01-29,2339081,MC,Paradox,1,Vertigo,Train,Mirage,Nuke,Overpass,Inferno,0.0,0.0,Dust2
2020-01-29,2339132,Formidable,ex-Genuine,1,Dust2,Vertigo,Nuke,Overpass,Mirage,Inferno,0.0,0.0,Train
2020-01-29,2339134,Esper,ROCK CANDY,1,Dust2,Overpass,Nuke,Train,Vertigo,Inferno,0.0,0.0,Mirage
2020-01-29,2339133,Skyfire,MC,1,Dust2,Nuke,Inferno,Vertigo,Train,Overpass,0.0,0.0,Mirage
2020-01-29,2339136,madlikewizards,PC419,1,Nuke,Dust2,Overpass,Vertigo,Train,Inferno,0.0,0.0,Mirage
2020-01-29,2339137,Incept,Airborne,1,Train,Vertigo,Nuke,Mirage,Dust2,Overpass,0.0,0.0,Inferno
2020-01-29,2339138,Hard Legion,Espada,3,Nuke,Dust2,0.0,Vertigo,Inferno,0.0,Train,Mirage,Overpass
2020-01-29,2339114,Skin Ogres,Wisla Krakow,3,Nuke,Train,0.0,Vertigo,Overpass,0.0,Dust2,Inferno,Mirage
2020-01-29,2339118,Copenhagen Flames,Sprout,3,Dust2,Vertigo,0.0,Overpass,Train,0.0,Nuke,Mirage,Inferno
2020-01-28,2339126,HAVU,GamerLegion,3,Inferno,Mirage,0.0,Vertigo,Dust2,0.0,Train,Overpass,Nuke
2020-01-28,2339124,Espada,Akatsuki,3,Vertigo,Mirage,0.0,Train,Inferno,0.0,Nuke,Overpass,Dust2
2020-01-28,2339125,Na`Vi Junior,HAVU,3,Nuke,Train,0.0,Inferno,Overpass,0.0,Vertigo,Dust2,Mirage
2020-01-28,2339128,Incept,ORDER,1,Train,Nuke,Inferno,Overpass,Vertigo,Dust2,0.0,0.0,Mirage
2020-01-28,2339129,MC,Formidable,1,Mirage,Train,Vertigo,Dust2,Nuke,Overpass,0.0,0.0,Inferno
2020-01-28,2339131,Paradox,TRIDENT,1,Mirage,Train,Inferno,Vertigo,Nuke,Overpass,0.0,0.0,Dust2
2020-01-27,2339127,EXTREMUM,Gambit Youngsters,3,Vertigo,Overpass,0.0,Nuke,Dust2,0.0,Mirage,Inferno,Train
2020-01-27,2339122,ORDER,Airborne,1,Overpass,Mirage,Nuke,Train,Vertigo,Dust2,0.0,0.0,Inferno
2020-01-26,2339116,HAVU,GamerLegion,3,Inferno,Overpass,0.0,Vertigo,Train,0.0,Nuke,Mirage,Dust2
2020-01-26,2338975,Renegades,MAD Lions,3,Vertigo,Mirage,0.0,Inferno,Overpass,0.0,Dust2,Train,Nuke
2020-01-26,2339121,AGF,Copenhagen Flames,3,Vertigo,Overpass,0.0,Dust2,Mirage,0.0,Train,Inferno,Nuke
2020-01-26,2338976,Heroic,BIG,3,Dust2,Mirage,0.0,Train,Vertigo,0.0,Overpass,Inferno,Nuke
2020-01-26,2338977,BIG,Renegades,3,Train,Overpass,0.0,Vertigo,Nuke,0.0,Mirage,Dust2,Inferno
2020-01-26,2339117,Tricked,Na`Vi Junior,3,Dust2,Overpass,0.0,Nuke,Mirage,0.0,Train,Vertigo,Inferno
